#,공급사,과세/면세,담기,매입가,상품명(기본),상품코드,재입고알림,제조사,카테고리,판매가,품절여부,후기
309,패커스,과세,0,37440,M&F 스퀴드 브랜드 피쉬액젓 700ml 12통 (박스 상품),1841,사용안함,,"050 : 식자재
026 : NEW
026010 : NEW > 식자재
050007 : 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류",42000,정상,0
310,패커스,과세,0,27720,M&F 하이몬 쌀국수 장국 220g 12병 (박스 상품),1840,사용안함,,"050 : 식자재
050007 : 식자재 > 태국/베트남 식자재
050007006 : 식자재 > 태국/베트남 식자재 > 장류
026 : NEW
026010 : NEW > 식자재
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005006 : NEW > 식자재 > 태국/베트남 식자재 > 장류",30000,정상,0
311,패커스,과세,0,37440,M&F 하이몬 매운 쌀국수 칠리소스 230g 12병 (박스 상품),1839,사용안함,,"050 : 식자재
026 : NEW
026010 : NEW > 식자재
050007 : 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류",41400,정상,0
312,패커스,과세,0,44280,M&F 하이몬 피넛 월남쌈 소스 230g 12병 (박스 상품),1838,사용안함,,"050 : 식자재
026 : NEW
026010 : NEW > 식자재
050007 : 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류",52000,정상,0
313,패커스,과세,0,36960,M&F 하이몬 월남쌈 소스 295ml 12병 (박스 상품),1837,사용안함,,"050 : 식자재
026 : NEW
026010 : NEW > 식자재
050007 : 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류",39000,정상,0
314,패커스,과세,0,51000,M&F 화끈하게 매운 쓰리라차 소스 295ml 12병 (박스 상품),1836,사용안함,,"050 : 식자재
050007 : 식자재 > 태국/베트남 식자재
026 : NEW
026010 : NEW > 식자재
026010005 : NEW > 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류",59200,정상,0
315,패커스,과세,0,88560,M&F 몬 람부탄&파인애플 565g 24캔 (박스 상품),1835,사용안함,,"050 : 식자재
026 : NEW
026010 : NEW > 식자재
050007 : 식자재 > 태국/베트남 식자재
050007008 : 식자재 > 태국/베트남 식자재 > 캔류/병류
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005008 : NEW > 식자재 > 태국/베트남 식자재 > 캔류/병류",100800,정상,0
316,패커스,과세,0,61200,M&F 몬 망고 슬라이스 565g 24캔 (박스 상품),1834,사용안함,,"050 : 식자재
026 : NEW
026010 : NEW > 식자재
050007 : 식자재 > 태국/베트남 식자재
050007008 : 식자재 > 태국/베트남 식자재 > 캔류/병류
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005008 : NEW > 식자재 > 태국/베트남 식자재 > 캔류/병류",70500,정상,0
317,패커스,과세,0,61680,M&F 몬 코코넛 밀크 400ml 24캔 (박스 상품),1833,사용안함,,"050 : 식자재
050007 : 식자재 > 태국/베트남 식자재
050007008 : 식자재 > 태국/베트남 식자재 > 캔류/병류
026 : NEW
026010 : NEW > 식자재
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005008 : NEW > 식자재 > 태국/베트남 식자재 > 캔류/병류",68700,정상,0
318,패커스,과세,0,78000,M&F 몬 스위트 칠리 소스 5L 4통 (박스 상품),1832,사용안함,,"050 : 식자재
026 : NEW
026010 : NEW > 식자재
050007 : 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류
061 : vol.4 Catalogue
061023 : vol.4 Catalogue > 카달로그_3",92600,정상,0
319,패커스,과세,0,135920,M&F 수리 블랙빈 소스 5L 4통 (박스 상품),1831,사용안함,,"050 : 식자재
050007 : 식자재 > 태국/베트남 식자재
026 : NEW
026010 : NEW > 식자재
026010005 : NEW > 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류",153300,정상,0
320,패커스,과세,0,76470,M&F 하이몬 쌀국수 장국 4.5L 3통 (박스 상품),1830,사용안함,,"050 : 식자재
050007 : 식자재 > 태국/베트남 식자재
050007006 : 식자재 > 태국/베트남 식자재 > 장류
026 : NEW
026010 : NEW > 식자재
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005006 : NEW > 식자재 > 태국/베트남 식자재 > 장류
061 : vol.4 Catalogue
061023 : vol.4 Catalogue > 카달로그_3",87500,정상,0
321,패커스,과세,0,123160,M&F 수리 타이 쓰리라차 칠리 소스 5L 4통 (박스 상품),1829,사용안함,,"050 : 식자재
050007 : 식자재 > 태국/베트남 식자재
026 : NEW
026010 : NEW > 식자재
026010005 : NEW > 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류",133400,정상,0
322,패커스,과세,0,55230,M&F 스퀴드 브랜드 피쉬액젓 4500ml 3통 (박스 상품),1828,사용안함,,"050 : 식자재
026 : NEW
026010 : NEW > 식자재
050007 : 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류",67200,정상,0
323,패커스,과세,0,130280,M&F 수리 팟타이 소스 5L 4통 (박스 상품),1827,사용안함,,"050 : 식자재
050007 : 식자재 > 태국/베트남 식자재
026 : NEW
026010 : NEW > 식자재
026010005 : NEW > 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류",147000,정상,0
324,패커스,과세,0,15580,M&F 하이몬 월남쌈 소스 2L 1통,1826,사용안함,,"050 : 식자재
026 : NEW
026010 : NEW > 식자재
050007 : 식자재 > 태국/베트남 식자재
050007002 : 식자재 > 태국/베트남 식자재 > 소스류
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005002 : NEW > 식자재 > 태국/베트남 식자재 > 소스류
061 : vol.4 Catalogue
061023 : vol.4 Catalogue > 카달로그_3",17300,정상,0
325,패커스,과세,0,84960,M&F 몬 코코넛 밀크 2900ml 6캔 (박스 상품),1825,사용안함,,"050 : 식자재
050007 : 식자재 > 태국/베트남 식자재
050007008 : 식자재 > 태국/베트남 식자재 > 캔류/병류
026 : NEW
026010 : NEW > 식자재
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005008 : NEW > 식자재 > 태국/베트남 식자재 > 캔류/병류",96900,정상,0
326,패커스,과세,0,220860,M&F 칠리페이스트 위드 소야빈 오일(똠얌) 3kg 6캔 1(박스 상품),1824,사용안함,,"050 : 식자재
050007 : 식자재 > 태국/베트남 식자재
050007003 : 식자재 > 태국/베트남 식자재 > 페이스트
026 : NEW
026010 : NEW > 식자재
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005003 : NEW > 식자재 > 태국/베트남 식자재 > 페이스트",247400,정상,0
327,패커스,과세,0,62300,M&F 르네 홀 그레인 머스타드 5kg 2통 (박스 상품),1823,사용안함,,"050 : 식자재
026 : NEW
026010 : NEW > 식자재",75400,정상,0
328,패커스,과세,1,67200,미소찬 마일드참치 1.88kg 6캔 (박스 상품),1820,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001007 : 식자재 > 한식 식자재 > 캔류
026 : NEW
026010 : NEW > 식자재
026010001 : NEW > 식자재 > 한식 식자재
026010001007 : NEW > 식자재 > 한식 식자재 > 캔류
061 : vol.4 Catalogue
061022 : vol.4 Catalogue > 카달로그_2",78300,정상,0
329,패커스,과세,0,34500,마쓰야 아까다시코우지 1kg 10팩 (박스 상품),1819,사용안함,,"050 : 식자재
050003 : 식자재 > 일식 식자재
050003001 : 식자재 > 일식 식자재 > 장류
026 : NEW
026010 : NEW > 식자재
026010003 : NEW > 식자재 > 일식 식자재
026010003001 : NEW > 식자재 > 일식 식자재 > 장류",39200,정상,0
330,패커스,과세,0,30500,마쓰야 코시코우지 1kg 10팩 (박스 상품),1818,사용안함,,"050 : 식자재
050003 : 식자재 > 일식 식자재
050003001 : 식자재 > 일식 식자재 > 장류
026 : NEW
026010 : NEW > 식자재
026010003 : NEW > 식자재 > 일식 식자재
026010003001 : NEW > 식자재 > 일식 식자재 > 장류",34700,정상,0
331,패커스,과세,0,30500,마쓰야 아와세미소 1kg 10팩 (박스 상품),1817,사용안함,,"050 : 식자재
050003 : 식자재 > 일식 식자재
050003001 : 식자재 > 일식 식자재 > 장류
026 : NEW
026010 : NEW > 식자재
026010003 : NEW > 식자재 > 일식 식자재
026010003001 : NEW > 식자재 > 일식 식자재 > 장류",34700,정상,0
332,패커스,과세,0,42000,코끼리표 고구마전분피(양장피) 400g 20개 (박스 상품),1816,사용안함,,"050 : 식자재
050002 : 식자재 > 중식 식자재
050002006 : 식자재 > 중식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010002 : NEW > 식자재 > 중식 식자재
026010002006 : NEW > 식자재 > 중식 식자재 > 면류
061 : vol.4 Catalogue
061021 : vol.4 Catalogue > 카달로그_1",48500,정상,0
333,패커스,과세,0,39000,늘푸른 할라피뇨 3kg 6캔 (박스 상품),1815,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001009 : 식자재 > 한식 식자재 > 단무지
050007 : 식자재 > 태국/베트남 식자재
050007008 : 식자재 > 태국/베트남 식자재 > 캔류/병류
026 : NEW
026010 : NEW > 식자재
026010001 : NEW > 식자재 > 한식 식자재
026010001009 : NEW > 식자재 > 한식 식자재 > 단무지
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005008 : NEW > 식자재 > 태국/베트남 식자재 > 캔류/병류",43200,정상,0
334,패커스,과세,0,50000,영미 고추맛기름 1.8L 8통 (박스 상품),1814,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001004 : 식자재 > 한식 식자재 > 식용유지
050002 : 식자재 > 중식 식자재
050002004 : 식자재 > 중식 식자재 > 식용유지
026 : NEW
026010 : NEW > 식자재
026010001 : NEW > 식자재 > 한식 식자재
026010001004 : NEW > 식자재 > 한식 식자재 > 식용유지
026010002 : NEW > 식자재 > 중식 식자재
026010002004 : NEW > 식자재 > 중식 식자재 > 식용유지",56400,정상,0
335,패커스,과세,1,66600,평해 참맛기름 1.8L 12통 (박스 상품),1813,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001004 : 식자재 > 한식 식자재 > 식용유지
050002 : 식자재 > 중식 식자재
050002004 : 식자재 > 중식 식자재 > 식용유지
026 : NEW
026010 : NEW > 식자재
026010001 : NEW > 식자재 > 한식 식자재
026010001004 : NEW > 식자재 > 한식 식자재 > 식용유지
026010002 : NEW > 식자재 > 중식 식자재
026010002004 : NEW > 식자재 > 중식 식자재 > 식용유지",74200,정상,0
336,패커스,과세,0,73000,다인푸드 들깨향기름 1.8L 10통 (박스 상품),1812,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001004 : 식자재 > 한식 식자재 > 식용유지
050002 : 식자재 > 중식 식자재
050002004 : 식자재 > 중식 식자재 > 식용유지
026 : NEW
026010 : NEW > 식자재
026010001 : NEW > 식자재 > 한식 식자재
026010001004 : NEW > 식자재 > 한식 식자재 > 식용유지
026010002 : NEW > 식자재 > 중식 식자재
026010002004 : NEW > 식자재 > 중식 식자재 > 식용유지
061 : vol.4 Catalogue
061022 : vol.4 Catalogue > 카달로그_2",84000,정상,0
337,패커스,과세,0,62000,다인푸드 고추맛기름 1.8L 10통 (박스 상품),1811,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001004 : 식자재 > 한식 식자재 > 식용유지
050002 : 식자재 > 중식 식자재
050002004 : 식자재 > 중식 식자재 > 식용유지
026 : NEW
026010 : NEW > 식자재
026010001 : NEW > 식자재 > 한식 식자재
026010001004 : NEW > 식자재 > 한식 식자재 > 식용유지
026010002 : NEW > 식자재 > 중식 식자재
026010002004 : NEW > 식자재 > 중식 식자재 > 식용유지
061 : vol.4 Catalogue
061022 : vol.4 Catalogue > 카달로그_2",74200,정상,0
338,패커스,과세,0,0,[이금기] 두반장 368g 12병 (박스상품),1810,사용안함,,"050 : 식자재
050002 : 식자재 > 중식 식자재",0,정상,0
339,패커스,과세,0,67000,이금기 프리미엄 굴소스 510g 12병 (박스 상품),1809,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001003 : 식자재 > 한식 식자재 > 소스류
050002 : 식자재 > 중식 식자재
050002003 : 식자재 > 중식 식자재 > 소스류",74300,정상,0
340,패커스,과세,0,27000,이금기 프리미엄 노추(노두유) 500ml 12병 (박스 상품),1808,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001004 : 식자재 > 한식 식자재 > 식용유지
050002 : 식자재 > 중식 식자재
050002004 : 식자재 > 중식 식자재 > 식용유지
026 : NEW
026010 : NEW > 식자재
026010001 : NEW > 식자재 > 한식 식자재
026010001004 : NEW > 식자재 > 한식 식자재 > 식용유지
026010002 : NEW > 식자재 > 중식 식자재
026010002004 : NEW > 식자재 > 중식 식자재 > 식용유지",29400,정상,0
341,패커스,과세,0,61200,새댁표 고추맛기름 3.4L 4통 (박스 상품),1807,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001004 : 식자재 > 한식 식자재 > 식용유지
050002 : 식자재 > 중식 식자재
050002004 : 식자재 > 중식 식자재 > 식용유지
026 : NEW
026010 : NEW > 식자재
026010001 : NEW > 식자재 > 한식 식자재
026010001004 : NEW > 식자재 > 한식 식자재 > 식용유지
026010002 : NEW > 식자재 > 중식 식자재
026010002004 : NEW > 식자재 > 중식 식자재 > 식용유지
061 : vol.4 Catalogue
061021 : vol.4 Catalogue > 카달로그_1",68200,정상,0
342,패커스,과세,0,57600,새댁표 고추맛기름 1.5L 8통 (박스 상품),1806,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001004 : 식자재 > 한식 식자재 > 식용유지
050002 : 식자재 > 중식 식자재
050002004 : 식자재 > 중식 식자재 > 식용유지
026 : NEW
026010 : NEW > 식자재
026010001 : NEW > 식자재 > 한식 식자재
026010001004 : NEW > 식자재 > 한식 식자재 > 식용유지
026010002 : NEW > 식자재 > 중식 식자재
026010002004 : NEW > 식자재 > 중식 식자재 > 식용유지",64400,정상,0
343,패커스,과세,0,42720,아주쿡 골드 파인애플 슬라이스 3kg 6캔 (박스 상품),1805,사용안함,,"050 : 식자재
050002 : 식자재 > 중식 식자재
050002007 : 식자재 > 중식 식자재 > 캔류
050007 : 식자재 > 태국/베트남 식자재
050007008 : 식자재 > 태국/베트남 식자재 > 캔류/병류
026 : NEW
026010 : NEW > 식자재
026010002 : NEW > 식자재 > 중식 식자재
026010002007 : NEW > 식자재 > 중식 식자재 > 캔류
026010005 : NEW > 식자재 > 태국/베트남 식자재
026010005008 : NEW > 식자재 > 태국/베트남 식자재 > 캔류/병류",45000,정상,0
344,패커스,과세,1,51600,해울찬 해울락교 A급(SS) 3kg 6캔 (박스 상품),1804,사용안함,,"050 : 식자재
050002 : 식자재 > 중식 식자재
050002007 : 식자재 > 중식 식자재 > 캔류
026 : NEW
026010 : NEW > 식자재
026010002 : NEW > 식자재 > 중식 식자재
026010002007 : NEW > 식자재 > 중식 식자재 > 캔류",59200,정상,0
345,패커스,과세,0,25000,해울찬 초생강(적색) 1.3kg 10팩 (박스 상품),1803,사용안함,,"050 : 식자재
050003 : 식자재 > 일식 식자재
026 : NEW
026010 : NEW > 식자재
026010003 : NEW > 식자재 > 일식 식자재
050003002 : 식자재 > 일식 식자재 > 단무지
026010003002 : NEW > 식자재 > 일식 식자재 > 단무지",30000,정상,0
346,패커스,과세,0,25000,해울찬 초생강(백색) 1.3kg 10팩 (박스 상품),1802,사용안함,,"050 : 식자재
050003 : 식자재 > 일식 식자재
026 : NEW
026010 : NEW > 식자재
026010003 : NEW > 식자재 > 일식 식자재
050003002 : 식자재 > 일식 식자재 > 단무지
026010003002 : NEW > 식자재 > 일식 식자재 > 단무지
061 : vol.4 Catalogue
061023 : vol.4 Catalogue > 카달로그_3",30000,정상,0
